income,sex,university,hsgrade,grant,dropout
16393.23077,female,pisa,92,no,no
16800.2439,female,pisa,66,no,no
11101.95122,female,pisa,74,no,no
12879.78947,male,pisa,78,no,no
10397.96178,female,pisa,63,no,yes
15252.84553,female,pisa,68,no,no
10145.60976,female,pisa,94,no,no
10459.5122,male,pisa,82,no,yes
15362.19512,female,pisa,75,no,no
13250.29412,female,pisa,68,no,no
17285.28455,female,pisa,87,no,no
14939.02439,female,pisa,62,no,no
12601.62602,female,pisa,100,no,no
19700,male,pisa,76,no,no
19200,female,pisa,71,no,no
10280.3252,female,pisa,66,no,no
12725.20325,female,pisa,74,no,no
14857.89474,female,pisa,60,no,no
12058.53659,male,pisa,70,no,no
18876,female,pisa,98,no,no
18578.61789,female,pisa,87,no,no
13230.1626,female,pisa,73,no,no
15840.19412,male,pisa,66,no,no
12423.52941,male,pisa,67,no,no
13768.15287,male,pisa,60,no,yes
10222.80702,female,pisa,98,no,no
12105.69106,female,pisa,60,no,yes
12218.82353,female,pisa,83,no,yes
19444.87805,female,pisa,100,no,no
14953.08943,female,pisa,85,no,no
10060,female,pisa,76,no,no
16605.68627,female,pisa,73,no,no
16946.74797,female,pisa,82,no,no
15032.27642,female,pisa,87,no,no
10580.58824,male,pisa,73,no,yes
11821.96078,male,pisa,76,no,yes
15268,male,pisa,83,no,no
15264.55285,female,pisa,70,no,no
13293.62745,female,pisa,96,no,no
13873.13725,female,pisa,100,no,no
19998.78049,female,pisa,95,no,no
15582.52632,female,pisa,68,no,no
18679.5098,male,pisa,83,no,no
17626.31579,male,pisa,100,no,no
14302.84314,female,pisa,81,no,no
15274.31373,female,pisa,83,no,yes
13490.03509,female,pisa,78,no,no
12231.54472,male,pisa,84,no,no
16258.13008,male,pisa,70,no,no
11205.88235,male,pisa,100,no,no
10545.93496,female,pisa,60,no,no
12935.78947,female,pisa,98,no,no
17243.15789,female,pisa,73,no,no
16721.38211,female,pisa,70,no,no
16709.34959,male,pisa,91,no,no
18391.71975,female,pisa,69,no,no
16123.03922,male,pisa,63,no,no
13239.43089,female,pisa,77,no,no
12196.01626,male,pisa,64,no,no
15468.13008,male,pisa,71,no,no
14049.96491,male,pisa,100,no,no
18748.52941,female,pisa,78,no,yes
14054.47154,male,pisa,97,no,no
10971.85965,male,pisa,72,no,no
15959.43089,female,pisa,100,no,no
18751.80313,male,pisa,90,no,no
13219.6748,male,pisa,81,no,no
19286.58537,female,pisa,78,no,no
11803.15789,female,pisa,100,no,no
19618.21656,female,pisa,85,no,yes
18856.74797,female,pisa,100,no,no
13993.23529,female,pisa,76,no,no
17357.47967,male,pisa,80,no,no
13482.11382,female,pisa,66,no,no
14152.7451,female,pisa,63,no,no
19832.92683,female,pisa,91,no,no
17745.09804,male,pisa,78,no,no
12907.88618,female,pisa,73,no,no
12530.73171,female,pisa,62,no,no
17770.24561,female,pisa,100,no,no
13410.2439,female,pisa,62,no,no
13284.55285,female,pisa,83,no,no
15251.57895,female,pisa,98,no,no
19010.97561,male,pisa,62,no,no
10499.5935,female,pisa,60,no,no
18751.13821,male,pisa,60,no,no
18556.56863,female,pisa,92,no,no
17118.94737,female,pisa,76,no,yes
10326.75159,female,pisa,78,no,no
11761.30081,male,pisa,76,no,yes
14573.57724,male,pisa,60,no,yes
16643.49593,female,pisa,74,no,yes
14036.09756,male,pisa,60,no,yes
12411.07843,female,pisa,90,no,no
16557.15686,female,pisa,88,no,no
10013.08943,male,pisa,80,no,no
11147.50877,female,pisa,94,no,no
15363.41463,male,pisa,87,no,no
10560.65041,female,pisa,82,no,no
11830.0813,female,pisa,100,no,yes
18009.47368,male,pisa,60,no,yes
12982.11382,female,pisa,70,no,no
12794.26752,male,pisa,83,no,no
19349.68421,female,pisa,73,no,no
16017.64706,female,pisa,81,no,no
10930.59649,female,pisa,65,no,no
15587.88618,female,pisa,65,no,no
18504.70588,female,pisa,90,no,yes
11308.04878,male,pisa,73,no,no
12736.30573,female,pisa,60,no,no
18175.15924,male,pisa,75,no,no
13369.125,female,pisa,67,no,no
13438.86179,female,pisa,94,no,no
17266.66667,female,pisa,70,no,yes
12040.19608,female,pisa,77,no,yes
17266.66667,female,pisa,74,no,yes
15731.86275,female,pisa,95,no,no
18134.60784,male,pisa,85,no,no
12422.45614,male,pisa,78,no,yes
17182.76423,female,pisa,67,no,no
11005.96491,female,pisa,75,no,no
14219.11765,male,pisa,62,no,no
17116.34146,female,pisa,76,no,yes
14666.24204,female,pisa,68,no,no
18159.6748,male,pisa,80,no,yes
10267.22807,male,pisa,100,no,no
13483.52941,female,pisa,84,no,no
17011.17647,female,pisa,100,no,no
17993.54386,female,pisa,90,no,no
15250.09804,male,pisa,65,no,no
13319.8374,male,pisa,61,no,yes
17898.61789,female,pisa,70,no,no
13896.17886,female,pisa,80,no,yes
14934.55285,female,pisa,65,no,yes
11488.23529,female,pisa,60,no,no
13401.05263,female,pisa,64,no,yes
14742.9375,female,pisa,100,no,no
14333.43137,female,pisa,73,no,yes
10077.31707,female,pisa,70,no,no
10208.45528,female,pisa,62,no,no
12064.63415,female,pisa,93,no,yes
10872.5625,female,pisa,90,no,no
17218.72549,female,pisa,60,no,no
15271.08772,male,pisa,91,no,no
17960.0813,female,pisa,75,no,no
19583.33333,female,pisa,76,no,no
10550.4065,male,pisa,75,no,no
13848.72549,female,pisa,80,no,no
17797.7451,male,pisa,67,no,no
12162.45614,female,pisa,67,no,no
11339.5122,male,pisa,68,no,yes
11936.17886,male,pisa,70,no,yes
14949.10569,male,pisa,72,no,no
16049.19298,female,pisa,62,no,yes
17962.43902,female,pisa,75,no,no
10029.41176,male,pisa,77,no,no
15136.07843,female,pisa,94,no,no
11111.38211,female,pisa,62,no,no
10494.71545,female,pisa,100,no,no
12538.29268,female,pisa,94,no,no
17548.52941,female,pisa,74,no,no
17086.2,female,pisa,60,no,no
10015.04065,female,pisa,85,no,no
18882.125,female,pisa,100,no,no
17006.17647,female,pisa,90,no,no
16215.4386,female,pisa,90,no,no
17119.80392,male,pisa,83,no,no
17077.39837,male,pisa,84,no,no
17677.45098,female,pisa,62,no,yes
19152.84553,female,pisa,74,no,no
14991.86992,female,pisa,82,no,no
10412.2549,female,pisa,100,no,no
12502.52033,female,pisa,75,no,no
13341.78862,male,pisa,98,no,no
13489.12281,male,pisa,68,no,no
17715.44715,male,pisa,74,no,no
10919.5122,female,pisa,90,no,no
18003.43137,female,pisa,85,no,no
11565.44715,male,pisa,70,no,no
14393.62745,female,pisa,83,no,no
15780.56911,female,pisa,72,no,no
14880.09804,female,pisa,83,no,no
19826.80702,female,pisa,61,no,yes
12000,female,pisa,92,no,yes
15852.35772,female,pisa,85,no,no
14678.80702,male,pisa,80,no,no
15766.75159,male,pisa,61,no,no
18984.71338,female,pisa,88,no,no
12972.84553,female,pisa,70,no,no
13249.7561,male,pisa,63,no,yes
13137.54902,female,pisa,82,no,no
13939.5935,female,pisa,70,no,no
18586.59649,female,pisa,99,no,no
14155.4386,female,pisa,100,no,yes
17448.45528,male,pisa,78,no,no
17699.375,female,pisa,60,no,yes
10499.10828,male,pisa,90,no,no
19471.41951,male,pisa,78,no,no
14359.5098,male,pisa,66,no,no
19693.62745,female,pisa,60,no,no
11821.86992,male,pisa,67,no,yes
12565.39216,male,pisa,83,no,yes
10706.42276,male,pisa,78,no,no
14280.4878,female,pisa,92,no,no
13685.28455,female,pisa,99,no,no
12603.43137,female,pisa,86,no,no
12712.2549,male,pisa,65,no,no
18352.68293,female,pisa,93,no,no
14692.60163,female,pisa,70,no,yes
11739.43089,male,pisa,100,no,no
16130.58824,female,pisa,100,no,no
14551.47059,male,pisa,100,no,no
10540.88235,male,pisa,62,no,yes
16504.95935,male,pisa,100,no,no
15745.09804,male,pisa,66,no,no
13346.82927,female,pisa,100,no,no
19352.19512,female,pisa,95,no,yes
19946.42276,male,pisa,72,no,no
15794.59649,male,pisa,91,no,no
13549.68153,female,pisa,72,no,no
19876.07018,male,pisa,96,no,no
15798.34395,female,pisa,68,no,no
14729.26829,male,pisa,82,no,yes
16434.60784,female,pisa,60,no,no
10311.96078,male,pisa,91,no,no
13854.30894,female,pisa,70,no,no
11995.12195,female,pisa,82,no,no
12960.42105,female,pisa,96,no,no
19377.94118,male,pisa,100,no,no
16354.21569,female,pisa,82,no,no
15339.31373,female,pisa,93,no,no
12057.45098,male,pisa,67,no,no
16469.12281,male,pisa,81,no,no
17101.56863,male,pisa,90,no,no
17392.64706,male,pisa,80,no,no
14249.02439,male,pisa,81,no,no
13133.65854,male,pisa,70,no,no
17613.50318,female,pisa,100,no,no
19321.33438,male,pisa,92,no,no
18736.42276,male,pisa,82,no,no
16252.42105,male,pisa,78,no,no
18604.47154,female,pisa,100,no,no
16906.87898,male,pisa,100,no,no
10264.96815,female,pisa,80,no,yes
15979.64912,male,pisa,72,no,yes
19621.47059,female,pisa,100,no,no
13381.5625,male,pisa,72,no,no
15801.78862,female,pisa,65,no,no
17112.45098,female,pisa,69,no,no
14340.56911,male,pisa,67,no,no
15948.69919,female,pisa,76,no,yes
19103.00813,male,pisa,72,no,yes
16135.77236,male,pisa,80,no,no
19895.85366,male,pisa,70,no,yes
18761.75439,male,pisa,64,no,no
16114.31373,female,pisa,100,no,no
11597.54902,male,pisa,82,no,no
13491.95122,female,pisa,100,no,no
10937.35294,male,pisa,82,no,no
14488.91228,male,pisa,78,no,no
14474.5098,male,pisa,94,no,no
19720.98246,female,pisa,68,no,yes
13659.10569,male,pisa,67,no,no
17568.13725,female,pisa,98,no,no
10913.75439,male,pisa,76,no,yes
14410.65041,female,pisa,95,no,yes
11779.02439,female,pisa,94,no,no
16210.56911,male,pisa,86,no,yes
15366.38596,male,pisa,75,no,yes
16106.42276,female,pisa,82,no,no
13569.70588,male,pisa,64,no,no
13146.42276,female,pisa,70,no,no
11586.45614,male,pisa,80,no,yes
16468.13008,female,pisa,82,no,no
12943.62745,female,pisa,90,no,no
13834.24561,male,pisa,70,no,no
10207.54902,male,pisa,82,no,no
19503.65854,female,pisa,100,no,no
16908.86179,male,pisa,84,no,no
12120.39216,male,pisa,70,no,no
13145.20325,male,pisa,73,no,no
12519.10569,male,pisa,69,no,no
13292.64706,male,pisa,72,no,no
18980.4065,female,pisa,83,no,yes
14833.82114,female,pisa,70,no,no
10108.49123,male,pisa,68,no,yes
17807.89809,female,pisa,61,no,no
19525.4,female,pisa,87,no,yes
11526.09756,male,pisa,72,no,no
13810.97561,male,pisa,100,no,no
14565.61404,female,pisa,69,no,yes
16292.11382,male,pisa,60,no,no
16781.78862,male,pisa,89,no,no
17603.13725,male,pisa,60,no,no
16626.74797,male,pisa,94,no,no
14321.86992,female,pisa,76,no,no
10218.92157,male,pisa,74,no,no
11599.90196,female,pisa,64,no,no
17787.96748,female,pisa,80,no,no
17068.69919,female,pisa,64,no,no
10523.82353,male,pisa,68,no,no
11748.21138,male,pisa,80,no,yes
14613.57724,female,pisa,98,no,no
16969.31373,male,pisa,64,no,yes
12352.2293,female,pisa,91,no,no
15414.26752,female,pisa,67,no,no
11167.31707,female,pisa,82,no,no
18937.54902,male,pisa,73,no,no
10732.49123,female,pisa,100,no,no
19706.91057,female,pisa,87,no,no
19640.2439,male,pisa,60,no,no
12297.05882,male,pisa,67,no,no
15415.69106,male,pisa,74,no,no
14900.4902,male,pisa,82,no,yes
19663.57724,male,pisa,70,no,yes
18500.89431,female,pisa,87,no,yes
11594.60784,female,pisa,76,no,no
14315.67886,male,pisa,60,no,no
15127.45098,female,pisa,75,no,no
19316.09756,male,pisa,91,no,no
14262.19512,male,pisa,78,no,no
14213.54386,female,pisa,63,no,no
16892.98246,female,pisa,82,no,no
19502.7451,male,pisa,60,no,no
12188.78049,male,pisa,100,no,no
19132.92683,male,pisa,100,no,no
19904.63415,male,pisa,94,no,no
17419.9187,male,pisa,68,no,yes
14292.60163,male,pisa,61,no,no
10716.99187,female,pisa,75,no,yes
13403.25203,male,pisa,78,no,no
16105.75439,male,pisa,82,no,no
19167.23577,female,pisa,86,no,yes
14243.98374,male,pisa,100,no,no
19524.63158,male,pisa,90,no,no
15354.01274,female,pisa,100,no,no
13237.39837,female,pisa,83,no,no
16777.94118,female,pisa,62,no,no
15143.50877,male,pisa,68,no,no
14574.03509,male,pisa,87,no,no
14757.25,female,pisa,60,no,no
16687.78947,male,pisa,94,no,no
19776.84211,female,pisa,80,no,no
10953.25203,female,pisa,98,no,no
16842.10526,female,pisa,100,no,no
16263.41463,female,pisa,60,no,no
17625.98039,female,pisa,62,no,yes
12952.84553,male,pisa,82,no,no
13756.05096,male,pisa,65,no,yes
15892.35669,male,pisa,63,no,no
17212.32745,male,pisa,70,no,no
13584.55285,male,pisa,97,no,no
10973.65854,female,pisa,64,no,no
10477.19298,male,pisa,100,no,no
18174.63415,female,pisa,100,no,yes
17769.10294,female,pisa,62,no,yes
13261.28862,female,pisa,68,no,yes
15964.375,male,pisa,72,no,no
10750.4902,male,pisa,93,no,no
17284.31373,female,pisa,67,no,no
12960.78431,female,pisa,98,no,no
13327.89809,female,pisa,97,no,no
19400.4065,male,pisa,66,no,yes
13998.59649,male,pisa,100,no,no
15612.60163,male,pisa,64,no,no
13431.37255,female,pisa,84,no,no
17128.92157,male,pisa,67,no,no
17464.80392,male,pisa,65,no,no
14470.4878,female,pisa,83,no,no
14470.4902,female,pisa,60,no,no
13327.64228,male,pisa,66,no,no
10888.04878,male,pisa,80,no,no
16998.86179,male,pisa,78,no,yes
18769.10569,male,pisa,70,no,no
10224.91228,female,pisa,80,no,no
18002.16561,male,pisa,100,no,no
14022.92994,female,pisa,72,no,no
13910.1626,female,pisa,92,no,no
15925.47771,female,pisa,100,no,no
19441.86275,female,pisa,100,no,no
14125.93496,male,pisa,62,no,no
11881.47059,female,pisa,76,no,no
14158.82353,male,pisa,100,no,no
16329.31373,female,pisa,83,no,no
12527.47967,male,pisa,92,no,no
12668.69919,male,pisa,100,no,no
19418.92157,male,pisa,60,no,no
18589.10569,male,pisa,100,no,no
15750.3252,female,pisa,100,no,no
16858.5,male,pisa,71,no,no
10193.13725,male,pisa,73,no,no
17868.69919,male,pisa,67,no,no
11025.69106,female,pisa,72,no,no
13308.94309,female,pisa,76,no,no
18341.95122,male,pisa,78,no,no
17329.61404,female,pisa,96,no,no
15848.03922,female,pisa,65,no,no
16308.61789,male,pisa,70,no,no
12084.71338,male,pisa,70,no,yes
11338.61789,male,pisa,73,no,no
18780.65041,male,pisa,84,no,no
13661.05691,female,pisa,73,no,no
13121.38211,female,pisa,87,no,no
13334.95935,female,pisa,100,no,no
18300.98039,female,pisa,92,no,no
13586.17886,female,pisa,88,no,no
16350.52632,male,pisa,61,no,no
15596.98246,male,pisa,76,no,yes
18282.38596,female,pisa,65,no,yes
11974.5098,female,pisa,77,no,yes
12762.60163,female,pisa,100,no,no
13375.44715,female,pisa,82,no,no
18742.15686,male,pisa,90,no,no
18826.76471,female,pisa,73,no,no
14928.82353,female,pisa,75,no,no
13790.19608,male,pisa,88,no,no
18819.11765,male,pisa,100,no,yes
11388.77193,female,pisa,90,no,no
10310.39216,male,pisa,90,no,no
13757.15686,female,pisa,88,no,no
14838.37398,female,pisa,95,no,no
18296.50407,female,pisa,100,no,no
19195.78947,male,pisa,100,no,no
10648.23529,female,pisa,94,no,yes
14967.47967,male,pisa,70,no,no
16281.68421,male,pisa,65,no,yes
16739.9187,male,pisa,100,no,no
17046.66667,male,pisa,62,no,no
11106.91057,male,pisa,70,no,yes
17266.58537,female,pisa,76,no,no
13455.79618,male,pisa,84,no,yes
11922.66667,male,pisa,70,no,yes
18499.21569,male,pisa,100,no,no
13184.21053,female,pisa,100,no,no
11757.54386,male,pisa,97,no,no
19966.07843,female,pisa,71,no,no
12963.33333,male,pisa,100,no,yes
12589.12281,male,pisa,87,no,no
17160.97561,female,pisa,90,no,no
11154.31275,male,pisa,60,no,yes
16095.28455,female,pisa,100,no,no
12288.77193,female,pisa,100,no,no
10630.56911,female,pisa,60,no,no
16864.91228,male,pisa,78,no,no
19289.82456,female,pisa,73,no,no
19677.54386,female,pisa,85,no,no
14154.30894,male,pisa,100,no,no
11938.23529,female,pisa,89,no,no
11861.68421,female,pisa,80,no,no
16383.33333,male,pisa,100,no,no
10127.72358,male,pisa,87,no,no
16656.37255,female,pisa,95,no,no
18256.98246,male,pisa,100,no,no
15727.56098,female,pisa,78,no,no
18854.77707,female,pisa,74,no,yes
14727.23577,male,pisa,92,no,no
12345.28455,female,pisa,82,no,no
16055.15789,male,pisa,80,no,no
14208.61789,female,pisa,80,no,no
11227.94118,female,pisa,82,no,yes
14402.45098,female,pisa,79,no,no
16386.74797,female,pisa,73,no,no
14093.03922,female,pisa,89,no,no
18456.91057,male,pisa,60,no,no
17145.46479,female,pisa,100,no,no
11180.88235,female,pisa,71,no,no
15264.22764,male,pisa,97,no,no
14833.33333,male,pisa,90,no,yes
16697.89474,female,pisa,100,no,no
11374.39024,female,pisa,85,no,no
16436.91057,male,pisa,95,no,no
16670.65041,female,pisa,64,no,no
13812.5,male,pisa,98,no,no
15211.57895,female,pisa,100,no,no
17306.09756,female,pisa,90,no,no
15567.64706,male,pisa,80,no,no
19707.54902,female,pisa,85,no,no
18395.58824,male,pisa,94,no,no
17191.17647,male,pisa,70,no,no
19926.82927,male,pisa,69,no,yes
15881.13821,male,pisa,60,no,yes
10786.49682,female,pisa,82,no,no
13301.96078,female,pisa,100,no,no
13091.66667,female,pisa,70,no,no
11755.29412,male,pisa,95,no,yes
19224.87805,male,pisa,65,no,no
17247.56098,male,pisa,60,no,yes
12222.27642,female,pisa,92,no,no
17169.41176,female,pisa,73,no,no
19593.13725,female,pisa,70,no,no
13193.08943,female,pisa,94,no,no
19077.39837,female,pisa,70,no,no
12768.40764,female,pisa,80,no,no
16229.34959,female,pisa,84,no,no
11777.05882,male,pisa,92,no,no
19124.91228,female,pisa,100,no,no
17285.28455,female,pisa,100,no,no
16655.60976,female,pisa,72,no,no
11525.60976,male,pisa,68,no,no
11707.00637,male,pisa,60,no,yes
18930,male,pisa,75,no,no
17568.24797,male,pisa,60,no,no
16909.7561,female,pisa,82,no,no
13097.29577,female,pisa,90,no,no
11076.27451,male,pisa,90,no,yes
14556.86275,male,pisa,78,no,yes
13886.91057,male,pisa,60,no,yes
14930.4878,female,pisa,100,no,no
15267.31707,male,pisa,100,no,no
19917.75439,female,pisa,90,no,no
12627.16765,female,pisa,68,no,yes
11855.88235,male,pisa,69,no,yes
15487.7451,female,pisa,99,no,no
18311.70732,male,pisa,96,no,no
10504.39024,female,pisa,66,no,no
13188.72549,female,pisa,80,no,no
17760,female,pisa,100,no,yes
14998.33333,female,pisa,70,no,no
19738.13008,male,pisa,78,no,no
16425.98039,female,pisa,100,no,no
15115.05915,female,pisa,62,no,no
17684.30894,female,pisa,100,no,no
14342.03252,male,pisa,70,no,no
14500,male,pisa,72,no,yes
11143.00813,male,pisa,70,no,no
13181.5625,female,pisa,93,no,no
18153.92157,female,pisa,96,no,no
18807.39837,male,pisa,65,no,no
13191.46341,male,pisa,60,no,no
12030.73171,female,pisa,63,no,no
13933.43137,male,pisa,68,no,no
10218.61789,female,pisa,100,no,no
12637.19745,female,pisa,100,no,no
14174.14634,male,pisa,60,no,no
14123.05732,female,pisa,80,no,no
11994.11765,female,pisa,100,no,no
10998.21138,male,pisa,94,no,no
17018.98089,female,pisa,81,no,no
19490.68627,female,pisa,93,no,no
10837.39837,female,pisa,84,no,no
17629.6748,male,pisa,79,no,no
12460.4902,female,pisa,84,no,no
19038.52941,female,pisa,99,no,no
16990.4065,male,pisa,65,no,no
11734.17544,male,pisa,78,no,no
16985.47368,female,pisa,83,no,no
13822.19512,female,pisa,63,no,no
15005.52846,male,pisa,68,no,no
18957.35294,female,pisa,81,no,no
12529.21019,female,pisa,87,no,yes
14713.68421,female,pisa,100,no,no
13347.72358,female,pisa,100,no,no
17161.37255,male,pisa,100,no,no
19265.68627,female,pisa,100,no,no
11881.21951,male,pisa,93,no,no
10558.87719,male,pisa,72,no,no
14413.43137,female,pisa,100,no,no
19283.82353,male,pisa,80,no,no
18474.39024,male,pisa,60,no,no
16960.68627,female,pisa,87,no,no
14913.25203,male,pisa,76,no,no
12818.78049,female,pisa,87,no,yes
19007.84314,female,pisa,96,no,no
17800.4065,male,pisa,76,no,no
14418.23529,female,pisa,74,no,no
14515.36585,female,pisa,91,no,no
10899.29825,female,pisa,74,no,no
17734.52632,male,pisa,95,no,yes
19108.78049,male,pisa,60,no,no
17897.80488,female,pisa,100,no,no
11131.30081,female,pisa,67,no,no
18296.49123,female,pisa,60,no,no
15448.69919,female,pisa,100,no,no
19397.07317,female,pisa,84,no,no
11523.08772,male,pisa,100,no,no
13862.11382,male,pisa,90,no,no
19026.50407,male,pisa,61,no,no
11230.17544,female,pisa,85,no,yes
13029.43089,male,pisa,70,no,no
12868.82353,female,pisa,100,no,no
19312.60163,male,pisa,92,no,no
13757.26316,female,pisa,60,no,no
19288.13008,male,pisa,94,no,no
15033.33333,male,pisa,75,no,no
18237.15447,male,pisa,78,no,yes
14158.86179,female,pisa,85,no,no
17033.82114,male,pisa,71,no,no
16462.76423,female,pisa,70,no,yes
16008.94309,male,pisa,75,no,no
19212.60163,male,pisa,91,no,no
12970.06369,female,pisa,74,no,no
12174.95935,female,pisa,95,no,no
17080.21053,female,pisa,95,no,yes
12339.11765,female,pisa,100,no,no
17741.78862,female,pisa,94,no,no
15530.91667,female,pisa,64,no,yes
17546.26016,male,pisa,72,no,no
13044.11765,female,pisa,95,no,no
13735.85366,female,pisa,92,no,no
19008.21138,female,pisa,90,no,no
13944.87805,male,pisa,97,no,no
15650.98039,male,pisa,67,no,yes
16711.54472,male,pisa,75,no,no
19890.65041,male,pisa,83,no,no
15821.54472,female,pisa,90,no,no
12241.68421,male,pisa,95,no,no
13748.94309,female,pisa,78,no,no
14756.42276,female,pisa,74,no,no
10883.98374,female,pisa,90,no,no
15237.72358,female,pisa,86,no,no
11099.01961,female,pisa,75,no,no
16136.09756,female,pisa,65,no,no
14055.36585,female,pisa,76,no,no
19991.86992,male,pisa,82,no,yes
15169.9187,male,pisa,96,no,no
18368.49123,female,pisa,64,no,no
19673.08943,female,pisa,99,no,no
13179.375,female,pisa,91,no,no
16295.20325,female,pisa,75,no,no
16708.28025,female,pisa,98,no,no
12753.52941,female,pisa,80,no,no
13292.64706,female,pisa,62,no,no
18797.64228,male,pisa,63,no,yes
13716.42276,male,pisa,65,no,no
14701,female,pisa,100,no,no
19606.76471,female,pisa,89,no,no
18577.45098,male,pisa,72,no,no
13809.26829,female,pisa,72,no,no
17041.86992,male,pisa,60,no,yes
16528.43137,female,pisa,70,no,no
14996.01626,female,pisa,80,no,no
14798.37398,female,pisa,84,no,no
14375.85366,male,pisa,98,no,no
12491.54472,female,pisa,90,no,no
19724.39024,male,pisa,60,no,yes
12377.15447,male,pisa,60,no,yes
18071.56863,female,pisa,96,no,no
18623.03922,female,pisa,83,no,no
10170.09804,female,pisa,87,no,no
11640.35088,female,pisa,92,no,no
13516.17647,female,pisa,65,no,yes
11907.7451,female,pisa,71,no,no
11232.19512,male,pisa,95,no,no
18279.43089,male,pisa,72,no,no
16864.06504,male,pisa,70,no,no
18748.29268,male,pisa,74,no,no
15523.57724,female,pisa,92,no,no
10623.33333,male,pisa,65,no,yes
18490.36863,male,pisa,70,no,yes
16629.12281,male,pisa,84,no,no
13679.5935,female,pisa,60,no,yes
10744.91228,female,pisa,100,no,yes
10209.26829,male,pisa,74,no,yes
13029.43089,male,pisa,64,no,yes
14477.19298,male,pisa,76,no,no
14842.60163,male,pisa,60,no,no
10800.4902,male,pisa,60,no,no
14616.76471,male,pisa,62,no,yes
10016.34146,male,pisa,70,no,no
15686.42276,male,pisa,77,no,yes
17026.34146,male,pisa,60,no,no
12605.28455,male,pisa,90,no,no
16139.5122,female,pisa,100,no,no
19272.05882,male,pisa,60,no,no
17218.33333,female,pisa,81,no,no
10398.62745,male,pisa,75,no,no
17971.07843,male,pisa,60,no,no
12189.6,female,pisa,77,no,no
14095.29412,female,pisa,66,no,no
12913.6,male,pisa,60,no,no
12408.15287,female,pisa,73,no,yes
10680,female,pisa,60,no,no
10800,female,pisa,100,no,no
10849.5098,male,pisa,75,no,no
12010.1,female,pisa,83,no,no
19143.08943,female,pisa,91,no,no
15877.23577,male,pisa,87,no,no
12411.92982,female,pisa,100,no,no
13342.43902,male,pisa,95,no,no
19381.05691,female,pisa,70,no,no
14607.31707,female,pisa,94,no,no
19681.30081,male,pisa,100,no,no
16801.86992,male,pisa,74,no,no
18215.7193,female,pisa,87,no,no
17785.85987,female,pisa,100,no,no
10840,male,pisa,82,no,no
14936.76471,male,pisa,78,no,no
11170.56911,male,pisa,96,no,no
14927.31707,female,pisa,70,no,yes
15773.75,female,pisa,63,no,no
12724.2807,female,pisa,92,no,no
15452.2293,male,pisa,61,no,no
11417.47967,female,pisa,83,no,no
19097.35294,female,pisa,67,no,no
17268.92157,female,pisa,100,no,no
18425.33333,male,pisa,70,no,no
15192.43902,female,pisa,100,no,no
11344.70588,female,pisa,63,no,no
11381.1758,female,pisa,89,no,no
17230.78431,female,pisa,92,no,no
11394.66667,male,pisa,72,no,no
18439.41176,male,pisa,88,no,no
12419.11765,female,pisa,83,no,yes
18137.19298,female,pisa,89,no,no
16556.84211,male,pisa,66,no,no
16547.96748,female,pisa,62,no,no
14996.91228,female,pisa,78,no,no
18073.62745,female,pisa,95,no,no
16655.28455,female,pisa,76,no,no
16216.17647,female,pisa,79,no,no
10439.02439,male,pisa,93,no,no
14352.92683,male,pisa,70,no,no
19978.875,male,pisa,90,no,no
11784.2807,female,pisa,80,no,yes
10305.28455,female,pisa,96,no,no
17800,female,pisa,84,no,yes
14996.07843,female,pisa,84,no,no
19735.78431,female,pisa,73,no,no
19447.72358,female,pisa,100,no,no
17875.5414,male,pisa,97,no,no
10247.07317,male,pisa,70,no,yes
19636.07843,female,pisa,61,no,no
12106.01626,female,pisa,76,no,no
11610.3252,male,pisa,66,no,no
16833.33333,female,pisa,100,no,no
19987.64228,male,pisa,62,no,no
11018.04878,male,pisa,65,no,no
14940,female,pisa,70,no,no
19797.45098,female,pisa,83,no,no
15941.66667,male,pisa,66,no,no
17286.94737,male,pisa,60,no,no
10740.12739,female,pisa,100,no,no
12539.02439,female,pisa,66,no,no
11795.12195,female,pisa,87,no,no
12459.5935,female,pisa,61,no,no
11456.37255,female,pisa,88,no,no
11983.41463,female,pisa,84,no,no
12158.53659,female,pisa,80,no,no
15503.03922,female,pisa,65,no,no
12009.26829,female,pisa,86,no,no
10598.37398,male,pisa,66,no,yes
11303.125,female,pisa,100,no,no
19653.33333,female,pisa,72,no,no
16191.13821,female,pisa,86,no,no
15238.61789,female,pisa,85,no,no
17191.66667,female,pisa,71,no,no
14996.76471,female,pisa,65,no,no
11738.03509,female,pisa,90,no,no
19471.30081,male,pisa,76,no,no
18044.11765,female,pisa,60,no,no
16237.84314,female,pisa,68,no,no
18645.36585,female,pisa,63,no,no
19779.8374,female,pisa,70,no,no
14461.86275,female,pisa,60,no,no
13021.96491,female,pisa,100,no,no
15370.4878,male,pisa,63,no,no
16611.21951,male,pisa,100,no,no
14536.50407,female,pisa,78,no,no
16305.28455,female,pisa,100,no,no
13130.56911,male,pisa,82,no,no
16021.38211,male,pisa,72,no,no
13078.38596,female,pisa,90,no,no
11593.41463,female,pisa,62,no,no
10726.34146,female,pisa,90,no,no
17758.52941,female,pisa,72,no,no
18586.86275,female,pisa,86,no,no
15856.37255,female,pisa,92,no,no
18680,female,pisa,77,no,no
13871.21951,female,pisa,90,no,no
16148.37398,female,pisa,70,no,no
19772.19512,male,pisa,63,no,no
11376.86275,female,pisa,96,no,no
